op_id	desc	proc	level
86	update_ranks [primary] <86>	CPU Processor 0x1d00000000000001	3
87	update_ranks [primary] <87>	CPU Processor 0x1d00000000000001	3
88	final_ranks <88>		
89	final_ranks <89>		
90	final_ranks <90>		
91	final_ranks <91>		
92	final_ranks [primary] <92>	CPU Processor 0x1d00000000000004	2
93	final_ranks [primary] <93>	CPU Processor 0x1d00000000000001	3
94	final_ranks [primary] <94>	CPU Processor 0x1d00000000000001	3
95	final_ranks [primary] <95>	CPU Processor 0x1d00000000000001	3
96	Copy Operation <96>		
97	Fill Operation <97>		
98	Fill Operation <98>		
99	Merge Close Operation <99>		
100	__unary_bool_not [primary] <100>	CPU Processor 0x1d00000000000001	3
101	Merge Close Operation <101>		
102	__binary_int32_int32_+ [primary] <102>	CPU Processor 0x1d00000000000001	3
103	update_ranks <103>		
104	final_ranks <104>		
105	__binary_int32_uint32_>= [primary] <105>	CPU Processor 0x1d00000000000001	3
106	Merge Close Operation <106>		
107	update_ranks <107>		
108	update_ranks <108>		
109	update_ranks <109>		
110	update_ranks <110>		
111	update_ranks [primary] <111>	CPU Processor 0x1d00000000000001	3
112	l2_norm [primary] <112>	CPU Processor 0x1d00000000000001	3
113	__binary_double_double_< [primary] <113>	CPU Processor 0x1d00000000000001	3
114	Merge Close Operation <114>		
115	update_ranks [primary] <115>	CPU Processor 0x1d00000000000002	2
116	update_ranks [primary] <116>	CPU Processor 0x1d00000000000001	3
117	update_ranks [primary] <117>	CPU Processor 0x1d00000000000001	3
118	final_ranks <118>		
119	final_ranks <119>		
120	final_ranks <120>		
121	final_ranks <121>		
122	final_ranks [primary] <122>	CPU Processor 0x1d00000000000002	2
123	final_ranks [primary] <123>	CPU Processor 0x1d00000000000001	3
124	final_ranks [primary] <124>	CPU Processor 0x1d00000000000001	3
125	final_ranks [primary] <125>	CPU Processor 0x1d00000000000001	3
126	Copy Operation <126>		
127	Fill Operation <127>		
128	Fill Operation <128>		
129	Merge Close Operation <129>		
130	__unary_bool_not [primary] <130>	CPU Processor 0x1d00000000000001	3
131	Merge Close Operation <131>		
132	Fence Operation <132>		
133	Deletion Operation <133>		
134	Deletion Operation <134>		
135	Deletion Operation <135>		
136	Deletion Operation <136>		
